bundle_idx,file_id,start_idx,end_idx,start_time,end_time,bundle_path
71,file_1,2130,2160,2024-06-02 09:50:50.458,2024-06-02 09:50:53.182,./eeg_bundles\bundles\bundles\bundle_71.npy
72,file_1,2160,2190,2024-06-02 09:50:53.324,2024-06-02 09:50:56.267,./eeg_bundles\bundles\bundles\bundle_72.npy
73,file_1,2190,2220,2024-06-02 09:50:56.349,2024-06-02 09:50:59.385,./eeg_bundles\bundles\bundles\bundle_73.npy
74,file_1,2220,2250,2024-06-02 09:50:59.440,2024-06-02 09:51:02.235,./eeg_bundles\bundles\bundles\bundle_74.npy
75,file_1,2250,2280,2024-06-02 09:51:02.290,2024-06-02 09:51:05.256,./eeg_bundles\bundles\bundles\bundle_75.npy
76,file_1,2280,2310,2024-06-02 09:51:05.324,2024-06-02 09:51:08.206,./eeg_bundles\bundles\bundles\bundle_76.npy
77,file_1,2310,2340,2024-06-02 09:51:08.303,2024-06-02 09:51:11.308,./eeg_bundles\bundles\bundles\bundle_77.npy
78,file_1,2340,2370,2024-06-02 09:51:11.411,2024-06-02 09:51:14.319,./eeg_bundles\bundles\bundles\bundle_78.npy
79,file_1,2370,2400,2024-06-02 09:51:14.371,2024-06-02 09:51:17.284,./eeg_bundles\bundles\bundles\bundle_79.npy
80,file_1,2400,2430,2024-06-02 09:51:17.289,2024-06-02 09:51:20.260,./eeg_bundles\bundles\bundles\bundle_80.npy
81,file_1,2430,2460,2024-06-02 09:51:20.366,2024-06-02 09:51:23.230,./eeg_bundles\bundles\bundles\bundle_81.npy
82,file_1,2460,2490,2024-06-02 09:51:23.293,2024-06-02 09:51:26.241,./eeg_bundles\bundles\bundles\bundle_82.npy
83,file_1,2490,2520,2024-06-02 09:51:26.348,2024-06-02 09:51:29.204,./eeg_bundles\bundles\bundles\bundle_83.npy
84,file_1,2520,2550,2024-06-02 09:51:29.315,2024-06-02 09:51:32.239,./eeg_bundles\bundles\bundles\bundle_84.npy
85,file_1,2550,2580,2024-06-02 09:51:32.341,2024-06-02 09:51:35.290,./eeg_bundles\bundles\bundles\bundle_85.npy
86,file_1,2580,2610,2024-06-02 09:51:35.423,2024-06-02 09:51:38.217,./eeg_bundles\bundles\bundles\bundle_86.npy
87,file_1,2610,2640,2024-06-02 09:51:38.318,2024-06-02 09:51:41.300,./eeg_bundles\bundles\bundles\bundle_87.npy
88,file_1,2640,2670,2024-06-02 09:51:41.404,2024-06-02 09:51:44.180,./eeg_bundles\bundles\bundles\bundle_88.npy
89,file_1,2670,2700,2024-06-02 09:51:44.349,2024-06-02 09:51:47.238,./eeg_bundles\bundles\bundles\bundle_89.npy
90,file_1,2700,2730,2024-06-02 09:51:47.292,2024-06-02 09:51:50.197,./eeg_bundles\bundles\bundles\bundle_90.npy
91,file_1,2730,2760,2024-06-02 09:51:50.350,2024-06-02 09:51:53.195,./eeg_bundles\bundles\bundles\bundle_91.npy
92,file_1,2760,2790,2024-06-02 09:51:53.263,2024-06-02 09:51:56.288,./eeg_bundles\bundles\bundles\bundle_92.npy
93,file_1,2790,2820,2024-06-02 09:51:56.426,2024-06-02 09:51:59.200,./eeg_bundles\bundles\bundles\bundle_93.npy
94,file_1,2820,2850,2024-06-02 09:51:59.340,2024-06-02 09:52:02.219,./eeg_bundles\bundles\bundles\bundle_94.npy
95,file_1,2850,2880,2024-06-02 09:52:02.320,2024-06-02 09:52:05.232,./eeg_bundles\bundles\bundles\bundle_95.npy
96,file_1,2880,2910,2024-06-02 09:52:05.330,2024-06-02 09:52:08.202,./eeg_bundles\bundles\bundles\bundle_96.npy
97,file_1,2910,2940,2024-06-02 09:52:08.314,2024-06-02 09:52:11.301,./eeg_bundles\bundles\bundles\bundle_97.npy
98,file_1,2940,2970,2024-06-02 09:52:11.421,2024-06-02 09:52:14.373,./eeg_bundles\bundles\bundles\bundle_98.npy
99,file_1,2970,3000,2024-06-02 09:52:14.383,2024-06-02 09:52:17.270,./eeg_bundles\bundles\bundles\bundle_99.npy
100,file_1,3000,3030,2024-06-02 09:52:17.304,2024-06-02 09:52:20.248,./eeg_bundles\bundles\bundles\bundle_100.npy
101,file_1,3030,3060,2024-06-02 09:52:20.331,2024-06-02 09:52:23.200,./eeg_bundles\bundles\bundles\bundle_101.npy
102,file_1,3060,3090,2024-06-02 09:52:23.290,2024-06-02 09:52:26.268,./eeg_bundles\bundles\bundles\bundle_102.npy
103,file_1,3090,3120,2024-06-02 09:52:26.454,2024-06-02 09:52:29.271,./eeg_bundles\bundles\bundles\bundle_103.npy
104,file_1,3120,3150,2024-06-02 09:52:29.336,2024-06-02 09:52:32.285,./eeg_bundles\bundles\bundles\bundle_104.npy
105,file_1,3150,3180,2024-06-02 09:52:32.349,2024-06-02 09:52:35.256,./eeg_bundles\bundles\bundles\bundle_105.npy
106,file_1,3180,3210,2024-06-02 09:52:35.327,2024-06-02 09:52:38.177,./eeg_bundles\bundles\bundles\bundle_106.npy
107,file_1,3210,3240,2024-06-02 09:52:38.287,2024-06-02 09:52:41.283,./eeg_bundles\bundles\bundles\bundle_107.npy
108,file_1,3240,3270,2024-06-02 09:52:41.445,2024-06-02 09:52:44.269,./eeg_bundles\bundles\bundles\bundle_108.npy
109,file_1,3270,3300,2024-06-02 09:52:44.312,2024-06-02 09:52:47.277,./eeg_bundles\bundles\bundles\bundle_109.npy
110,file_1,3300,3330,2024-06-02 09:52:47.343,2024-06-02 09:52:50.268,./eeg_bundles\bundles\bundles\bundle_110.npy
111,file_1,3330,3360,2024-06-02 09:52:50.303,2024-06-02 09:52:53.157,./eeg_bundles\bundles\bundles\bundle_111.npy
112,file_1,3360,3390,2024-06-02 09:52:53.254,2024-06-02 09:52:56.203,./eeg_bundles\bundles\bundles\bundle_112.npy
113,file_1,3390,3420,2024-06-02 09:52:56.373,2024-06-02 09:52:59.207,./eeg_bundles\bundles\bundles\bundle_113.npy
114,file_1,3420,3450,2024-06-02 09:52:59.296,2024-06-02 09:53:02.235,./eeg_bundles\bundles\bundles\bundle_114.npy
115,file_1,3450,3480,2024-06-02 09:53:02.325,2024-06-02 09:53:05.227,./eeg_bundles\bundles\bundles\bundle_115.npy
116,file_1,3480,3510,2024-06-02 09:53:05.368,2024-06-02 09:53:08.148,./eeg_bundles\bundles\bundles\bundle_116.npy
117,file_1,3510,3540,2024-06-02 09:53:08.243,2024-06-02 09:53:11.226,./eeg_bundles\bundles\bundles\bundle_117.npy
118,file_1,3540,3570,2024-06-02 09:53:11.326,2024-06-02 09:53:14.212,./eeg_bundles\bundles\bundles\bundle_118.npy
119,file_1,3570,3600,2024-06-02 09:53:14.292,2024-06-02 09:53:17.254,./eeg_bundles\bundles\bundles\bundle_119.npy
120,file_1,3600,3630,2024-06-02 09:53:17.315,2024-06-02 09:53:20.215,./eeg_bundles\bundles\bundles\bundle_120.npy
121,file_1,3630,3660,2024-06-02 09:53:20.280,2024-06-02 09:53:23.199,./eeg_bundles\bundles\bundles\bundle_121.npy
122,file_1,3660,3690,2024-06-02 09:53:23.367,2024-06-02 09:53:26.379,./eeg_bundles\bundles\bundles\bundle_122.npy
123,file_1,3690,3720,2024-06-02 09:53:26.414,2024-06-02 09:53:29.215,./eeg_bundles\bundles\bundles\bundle_123.npy
124,file_1,3720,3750,2024-06-02 09:53:29.354,2024-06-02 09:53:32.200,./eeg_bundles\bundles\bundles\bundle_124.npy
125,file_1,3750,3780,2024-06-02 09:53:32.290,2024-06-02 09:53:35.157,./eeg_bundles\bundles\bundles\bundle_125.npy
126,file_1,3780,3810,2024-06-02 09:53:35.259,2024-06-02 09:53:38.119,./eeg_bundles\bundles\bundles\bundle_126.npy
127,file_1,3810,3840,2024-06-02 09:53:38.264,2024-06-02 09:53:41.185,./eeg_bundles\bundles\bundles\bundle_127.npy
128,file_1,3840,3870,2024-06-02 09:53:41.393,2024-06-02 09:53:44.316,./eeg_bundles\bundles\bundles\bundle_128.npy
129,file_1,3870,3900,2024-06-02 09:53:44.358,2024-06-02 09:53:47.270,./eeg_bundles\bundles\bundles\bundle_129.npy
130,file_1,3900,3930,2024-06-02 09:53:47.294,2024-06-02 09:53:50.248,./eeg_bundles\bundles\bundles\bundle_130.npy
131,file_1,3930,3960,2024-06-02 09:53:50.344,2024-06-02 09:53:53.276,./eeg_bundles\bundles\bundles\bundle_131.npy
132,file_1,3960,3990,2024-06-02 09:53:53.401,2024-06-02 09:53:56.178,./eeg_bundles\bundles\bundles\bundle_132.npy
133,file_1,3990,4020,2024-06-02 09:53:56.308,2024-06-02 09:53:59.161,./eeg_bundles\bundles\bundles\bundle_133.npy
134,file_1,4020,4050,2024-06-02 09:53:59.296,2024-06-02 09:54:02.264,./eeg_bundles\bundles\bundles\bundle_134.npy
135,file_1,4050,4080,2024-06-02 09:54:02.295,2024-06-02 09:54:05.247,./eeg_bundles\bundles\bundles\bundle_135.npy
136,file_1,4080,4110,2024-06-02 09:54:05.356,2024-06-02 09:54:08.205,./eeg_bundles\bundles\bundles\bundle_136.npy
137,file_1,4110,4140,2024-06-02 09:54:08.318,2024-06-02 09:54:11.352,./eeg_bundles\bundles\bundles\bundle_137.npy
138,file_1,4140,4170,2024-06-02 09:54:11.453,2024-06-02 09:54:14.212,./eeg_bundles\bundles\bundles\bundle_138.npy
139,file_1,4170,4200,2024-06-02 09:54:14.351,2024-06-02 09:54:17.279,./eeg_bundles\bundles\bundles\bundle_139.npy
140,file_1,4200,4230,2024-06-02 09:54:17.343,2024-06-02 09:54:18.696,./eeg_bundles\bundles\bundles\bundle_140.npy
141,file_2,0,30,2024-06-03 05:38:00.925,2024-06-03 05:38:03.725,./eeg_bundles\bundles\bundles\bundle_141.npy
142,file_2,30,60,2024-06-03 05:38:03.793,2024-06-03 05:38:06.669,./eeg_bundles\bundles\bundles\bundle_142.npy
143,file_2,60,90,2024-06-03 05:38:06.907,2024-06-03 05:38:09.680,./eeg_bundles\bundles\bundles\bundle_143.npy
144,file_2,90,120,2024-06-03 05:38:10.126,2024-06-03 05:38:12.857,./eeg_bundles\bundles\bundles\bundle_144.npy
145,file_2,120,150,2024-06-03 05:38:13.054,2024-06-03 05:38:15.917,./eeg_bundles\bundles\bundles\bundle_145.npy
146,file_2,150,180,2024-06-03 05:38:15.982,2024-06-03 05:38:18.735,./eeg_bundles\bundles\bundles\bundle_146.npy
147,file_2,180,210,2024-06-03 05:38:18.898,2024-06-03 05:38:21.696,./eeg_bundles\bundles\bundles\bundle_147.npy
148,file_2,210,240,2024-06-03 05:38:21.805,2024-06-03 05:38:24.781,./eeg_bundles\bundles\bundles\bundle_148.npy
149,file_2,240,270,2024-06-03 05:38:24.987,2024-06-03 05:38:27.766,./eeg_bundles\bundles\bundles\bundle_149.npy
150,file_2,270,300,2024-06-03 05:38:27.810,2024-06-03 05:38:30.879,./eeg_bundles\bundles\bundles\bundle_150.npy
151,file_2,300,330,2024-06-03 05:38:30.936,2024-06-03 05:38:33.705,./eeg_bundles\bundles\bundles\bundle_151.npy
152,file_2,330,360,2024-06-03 05:38:33.739,2024-06-03 05:38:36.621,./eeg_bundles\bundles\bundles\bundle_152.npy
153,file_2,360,390,2024-06-03 05:38:36.726,2024-06-03 05:38:39.898,./eeg_bundles\bundles\bundles\bundle_153.npy
154,file_2,390,420,2024-06-03 05:38:39.910,2024-06-03 05:38:42.818,./eeg_bundles\bundles\bundles\bundle_154.npy
155,file_2,420,450,2024-06-03 05:38:43.012,2024-06-03 05:38:45.913,./eeg_bundles\bundles\bundles\bundle_155.npy
156,file_2,450,480,2024-06-03 05:38:45.940,2024-06-03 05:38:48.828,./eeg_bundles\bundles\bundles\bundle_156.npy
157,file_2,480,510,2024-06-03 05:38:48.929,2024-06-03 05:38:51.873,./eeg_bundles\bundles\bundles\bundle_157.npy
158,file_2,510,540,2024-06-03 05:38:51.978,2024-06-03 05:38:54.996,./eeg_bundles\bundles\bundles\bundle_158.npy
159,file_2,540,570,2024-06-03 05:38:55.012,2024-06-03 05:38:57.904,./eeg_bundles\bundles\bundles\bundle_159.npy
160,file_2,570,600,2024-06-03 05:38:58.176,2024-06-03 05:39:00.915,./eeg_bundles\bundles\bundles\bundle_160.npy
161,file_2,600,630,2024-06-03 05:39:00.966,2024-06-03 05:39:03.917,./eeg_bundles\bundles\bundles\bundle_161.npy
162,file_2,630,660,2024-06-03 05:39:03.951,2024-06-03 05:39:06.881,./eeg_bundles\bundles\bundles\bundle_162.npy
163,file_2,660,690,2024-06-03 05:39:07.053,2024-06-03 05:39:09.931,./eeg_bundles\bundles\bundles\bundle_163.npy
164,file_2,690,720,2024-06-03 05:39:09.965,2024-06-03 05:39:12.864,./eeg_bundles\bundles\bundles\bundle_164.npy
165,file_2,720,750,2024-06-03 05:39:13.064,2024-06-03 05:39:15.920,./eeg_bundles\bundles\bundles\bundle_165.npy
166,file_2,750,780,2024-06-03 05:39:15.948,2024-06-03 05:39:18.992,./eeg_bundles\bundles\bundles\bundle_166.npy
167,file_2,780,810,2024-06-03 05:39:19.196,2024-06-03 05:39:21.975,./eeg_bundles\bundles\bundles\bundle_167.npy
168,file_2,810,840,2024-06-03 05:39:22.010,2024-06-03 05:39:25.023,./eeg_bundles\bundles\bundles\bundle_168.npy
169,file_2,840,870,2024-06-03 05:39:25.036,2024-06-03 05:39:27.968,./eeg_bundles\bundles\bundles\bundle_169.npy
170,file_2,870,900,2024-06-03 05:39:28.177,2024-06-03 05:39:30.921,./eeg_bundles\bundles\bundles\bundle_170.npy
171,file_2,900,930,2024-06-03 05:39:30.948,2024-06-03 05:39:33.868,./eeg_bundles\bundles\bundles\bundle_171.npy
172,file_2,930,960,2024-06-03 05:39:34.098,2024-06-03 05:39:36.931,./eeg_bundles\bundles\bundles\bundle_172.npy
173,file_2,960,990,2024-06-03 05:39:36.973,2024-06-03 05:39:39.925,./eeg_bundles\bundles\bundles\bundle_173.npy
174,file_2,990,1020,2024-06-03 05:39:39.993,2024-06-03 05:39:42.741,./eeg_bundles\bundles\bundles\bundle_174.npy
175,file_2,1020,1050,2024-06-03 05:39:42.910,2024-06-03 05:39:45.887,./eeg_bundles\bundles\bundles\bundle_175.npy
176,file_2,1050,1080,2024-06-03 05:39:45.953,2024-06-03 05:39:48.858,./eeg_bundles\bundles\bundles\bundle_176.npy
177,file_2,1080,1110,2024-06-03 05:39:48.938,2024-06-03 05:39:51.872,./eeg_bundles\bundles\bundles\bundle_177.npy
178,file_2,1110,1140,2024-06-03 05:39:52.031,2024-06-03 05:39:54.931,./eeg_bundles\bundles\bundles\bundle_178.npy
179,file_2,1140,1170,2024-06-03 05:39:54.967,2024-06-03 05:39:57.789,./eeg_bundles\bundles\bundles\bundle_179.npy
180,file_2,1170,1200,2024-06-03 05:39:57.949,2024-06-03 05:40:00.924,./eeg_bundles\bundles\bundles\bundle_180.npy
181,file_2,1200,1230,2024-06-03 05:40:00.925,2024-06-03 05:40:03.797,./eeg_bundles\bundles\bundles\bundle_181.npy
182,file_2,1230,1260,2024-06-03 05:40:03.937,2024-06-03 05:40:07.014,./eeg_bundles\bundles\bundles\bundle_182.npy
183,file_2,1260,1290,2024-06-03 05:40:07.088,2024-06-03 05:40:10.010,./eeg_bundles\bundles\bundles\bundle_183.npy
184,file_2,1290,1320,2024-06-03 05:40:10.025,2024-06-03 05:40:12.812,./eeg_bundles\bundles\bundles\bundle_184.npy
185,file_2,1320,1350,2024-06-03 05:40:12.857,2024-06-03 05:40:15.924,./eeg_bundles\bundles\bundles\bundle_185.npy
186,file_2,1350,1380,2024-06-03 05:40:15.925,2024-06-03 05:40:18.848,./eeg_bundles\bundles\bundles\bundle_186.npy
187,file_2,1380,1410,2024-06-03 05:40:19.020,2024-06-03 05:40:21.921,./eeg_bundles\bundles\bundles\bundle_187.npy
188,file_2,1410,1440,2024-06-03 05:40:21.966,2024-06-03 05:40:24.995,./eeg_bundles\bundles\bundles\bundle_188.npy
189,file_2,1440,1470,2024-06-03 05:40:25.039,2024-06-03 05:40:27.994,./eeg_bundles\bundles\bundles\bundle_189.npy
190,file_2,1470,1500,2024-06-03 05:40:28.148,2024-06-03 05:40:30.895,./eeg_bundles\bundles\bundles\bundle_190.npy
191,file_2,1500,1530,2024-06-03 05:40:30.933,2024-06-03 05:40:33.895,./eeg_bundles\bundles\bundles\bundle_191.npy
192,file_2,1530,1560,2024-06-03 05:40:34.066,2024-06-03 05:40:36.899,./eeg_bundles\bundles\bundles\bundle_192.npy
193,file_2,1560,1590,2024-06-03 05:40:37.020,2024-06-03 05:40:39.911,./eeg_bundles\bundles\bundles\bundle_193.npy
194,file_2,1590,1620,2024-06-03 05:40:40.170,2024-06-03 05:40:43.263,./eeg_bundles\bundles\bundles\bundle_194.npy
195,file_2,1620,1650,2024-06-03 05:40:43.290,2024-06-03 05:40:45.885,./eeg_bundles\bundles\bundles\bundle_195.npy
196,file_2,1650,1680,2024-06-03 05:40:45.950,2024-06-03 05:40:48.764,./eeg_bundles\bundles\bundles\bundle_196.npy
197,file_2,1680,1710,2024-06-03 05:40:48.830,2024-06-03 05:40:51.701,./eeg_bundles\bundles\bundles\bundle_197.npy
198,file_2,1710,1740,2024-06-03 05:40:51.835,2024-06-03 05:40:54.870,./eeg_bundles\bundles\bundles\bundle_198.npy
199,file_2,1740,1770,2024-06-03 05:40:54.981,2024-06-03 05:40:58.055,./eeg_bundles\bundles\bundles\bundle_199.npy
200,file_2,1770,1800,2024-06-03 05:40:58.068,2024-06-03 05:41:00.920,./eeg_bundles\bundles\bundles\bundle_200.npy
201,file_2,1800,1830,2024-06-03 05:41:00.966,2024-06-03 05:41:03.882,./eeg_bundles\bundles\bundles\bundle_201.npy
202,file_2,1830,1860,2024-06-03 05:41:03.991,2024-06-03 05:41:06.821,./eeg_bundles\bundles\bundles\bundle_202.npy
203,file_2,1860,1890,2024-06-03 05:41:06.900,2024-06-03 05:41:09.567,./eeg_bundles\bundles\bundles\bundle_203.npy
204,file_2,1890,1920,2024-06-03 05:41:09.704,2024-06-03 05:41:12.526,./eeg_bundles\bundles\bundles\bundle_204.npy
205,file_2,1920,1950,2024-06-03 05:41:12.598,2024-06-03 05:41:15.887,./eeg_bundles\bundles\bundles\bundle_205.npy
